nodeID,xcoord,ycoord,floor,building,nodeType,longName,shortName,teamAssigned,xcoord3d,ycoord3d
FHALL2610G,4788.0,1112.0,0G,New Building,HALL,,,Team F,6794.0,1785.0
FHALL2620G,4804.0,1085.0,0G,New Building,HALL,,,Team F,6820.0,1768.0
FHALL2630G,4792.0,1038.0,0G,New Building,HALL,,,Team F,6831.0,1720.0
FHALL2640G,4787.0,995.0,0G,New Building,HALL,,,Team F,6846.0,1680.0
FHALL2650G,4829.0,978.0,0G,New Building,HALL,,,Team F,6891.0,1684.0
FHALL2660G,4874.0,991.0,0G,New Building,HALL,,,Team F,6925.0,1716.0
FHALL2670G,4926.0,847.0,0G,New Building,HALL,,,Team F,7037.0,1611.0
FHALL2680G,4901.0,919.0,0G,New Building,HALL,,,Team F,6982.0,1664.0
FHALL2690G,4867.0,828.0,0G,New Building,HALL,,,Team F,6993.0,1567.0
FHALL2700G,4814.0,804.0,0G,New Building,HALL,,,Team F,6957.0,1522.0
FHALL2710G,4767.0,910.0,0G,New Building,HALL,,,Team F,6867.0,1595.0
FHALL2720G,4795.0,861.0,0G,New Building,HALL,,,Team F,6914.0,1564.0
FHALL2730G,4736.0,818.0,0G,New Building,HALL,,,Team F,6881.0,1499.0
FHALL2740G,4704.0,718.0,0G,New Building,HALL,,,Team F,6897.0,1395.0
FHALL2750G,4682.0,656.0,0G,New Building,HALL,,,Team F,6906.0,1330.0
FHALL2760G,4668.0,612.0,0G,New Building,HALL,,,Team F,6913.0,1284.0
FHALL2770G,4667.0,568.0,0G,New Building,HALL,,,Team F,6932.0,1245.0
FHALL2780G,4665.0,520.0,0G,New Building,HALL,,,Team F,6952.0,1201.0
FHALL2790G,4652.0,474.0,0G,New Building,HALL,,,Team F,6962.0,1154.0
FHALL2800G,4639.0,438.0,0G,New Building,HALL,,,Team F,6966.0,1116.0
FHALL2810G,4611.0,422.0,0G,New Building,HALL,,,Team F,6949.0,1089.0
FHALL2820G,4585.0,364.0,0G,New Building,HALL,,,Team F,6952.0,1026.0
FHALL2830G,4572.0,315.0,0G,New Building,HALL,,,Team F,6962.0,976.0
FHALL2840G,4554.0,261.0,0G,New Building,HALL,,,Team F,6971.0,920.0
FHALL2850G,4539.0,207.0,0G,New Building,HALL,,,Team F,6982.0,865.0
FHALL2860G,4485.0,217.0,0G,New Building,HALL,,,Team F,6929.0,849.0
FHALL2870G,4432.0,233.0,0G,New Building,HALL,,,Team F,6875.0,840.0
FHALL2880G,4370.0,250.0,0G,New Building,HALL,,,Team F,6812.0,827.0
FHALL2890G,4306.0,276.0,0G,New Building,HALL,,,Team F,6743.0,821.0
FHALL2900G,4323.0,337.0,0G,New Building,HALL,,,Team F,6730.0,883.0
FHALL2910G,4351.0,382.0,0G,New Building,HALL,,,Team F,6735.0,936.0
FHALL2920G,4262.0,408.0,0G,New Building,HALL,,,Team F,6644.0,919.0
FHALL2930G,4278.0,461.0,0G,New Building,HALL,,,Team F,6634.0,973.0
FHALL2940G,4261.0,457.0,0G,New Building,HALL,,,Team F,6621.0,962.0
FHALL2950G,4241.0,436.0,0G,New Building,HALL,,,Team F,6612.0,934.0
FHALL2960G,4186.0,450.0,0G,New Building,HALL,,,Team F,6557.0,922.0
FHALL2970G,4138.0,464.0,0G,New Building,HALL,,,Team F,6508.0,912.0
FHALL2980G,4141.0,478.0,0G,New Building,HALL,,,Team F,6504.0,926.0
FHALL2990G,4114.0,490.0,0G,New Building,HALL,,,Team F,6475.0,925.0
FHALL3000G,4105.0,458.0,0G,New Building,HALL,,,Team F,6481.0,892.0
FHALL3010G,4054.0,470.0,0G,New Building,HALL,,,Team F,6430.0,880.0
FHALL3020G,4005.0,490.0,0G,New Building,HALL,,,Team F,6377.0,875.0
FHALL3030G,3979.0,471.0,0G,New Building,HALL,,,Team F,6363.0,847.0
FHALL3040G,3986.0,500.0,0G,New Building,HALL,,,Team F,6356.0,876.0
FHALL3050G,3902.0,491.0,0G,New Building,HALL,,,Team F,6285.0,830.0
FHALL3060G,3871.0,384.0,0G,New Building,HALL,,,Team F,6306.0,720.0
FHALL3070G,3816.0,397.0,0G,New Building,HALL,,,Team F,6251.0,707.0
FHALL3080G,3763.0,413.0,0G,New Building,HALL,,,Team F,6197.0,697.0
FHALL3090G,3768.0,449.0,0G,New Building,HALL,,,Team F,6185.0,732.0
FHALL3100G,3686.0,470.0,0G,New Building,HALL,,,Team F,6102.0,713.0
FHALL3110G,3605.0,488.0,0G,New Building,HALL,,,Team F,6022.0,692.0
FHALL3120G,3530.0,508.0,0G,New Building,HALL,,,Team F,5946.0,676.0
FHALL3130G,3453.0,520.0,0G,New Building,HALL,,,Team F,5872.0,652.0
FHALL3140G,3441.0,485.0,0G,New Building,HALL,,,Team F,5877.0,616.0
FHALL3150G,3362.0,507.0,0G,New Building,HALL,,,Team F,5796.0,599.0
FHALL3160G,3277.0,526.0,0G,New Building,HALL,,,Team F,5712.0,578.0
FHALL3170G,3278.0,560.0,0G,New Building,HALL,,,Team F,5698.0,609.0
FHALL3180G,3209.0,568.0,0G,New Building,HALL,,,Team F,5632.0,584.0
FHALL3190G,3132.0,579.0,0G,New Building,HALL,,,Team F,5559.0,559.0
FHALL3200G,3123.0,564.0,0G,New Building,HALL,,,Team F,5558.0,542.0
FHALL3210G,3004.0,580.0,0G,New Building,HALL,,,Team F,5444.0,502.0
FHALL3220G,3063.0,571.0,0G,New Building,HALL,,,Team F,5501.0,521.0
FHALL3230G,3004.0,598.0,0G,New Building,HALL,,,Team F,5436.0,518.0
FHALL3240G,2934.0,595.0,0G,New Building,HALL,,,Team F,5375.0,484.0
FHALL3250G,2857.0,605.0,0G,New Building,HALL,,,Team F,5302.0,458.0
FHALL3260G,2790.0,601.0,0G,New Building,HALL,,,Team F,5244.0,424.0
FHALL3270G,2704.0,608.0,0G,New Building,HALL,,,Team F,5164.0,391.0
FHALL3280G,2702.0,582.0,0G,New Building,HALL,,,Team F,5174.0,367.0
FHALL3290G,2639.0,578.0,0G,New Building,HALL,,,Team F,5120.0,335.0
FHALL3300G,2571.0,580.0,0G,New Building,HALL,,,Team F,5058.0,306.0
FHALL3310G,2570.0,631.0,0G,New Building,HALL,,,Team F,5034.0,351.0
FHALL3320G,1750.0,1775.0,0G,New Building,HALL,,,Team F,3785.0,1000.0
FHALL3330G,1752.0,1815.0,0G,New Building,HALL,,,Team F,3769.0,1036.0
FHALL3340G,1752.0,1872.0,0G,New Building,HALL,,,Team F,3743.0,1087.0
FHALL3350G,1753.0,1937.0,0G,New Building,HALL,,,Team F,3714.0,1146.0
FHALL3360G,1749.0,1981.0,0G,New Building,HALL,,,Team F,3691.0,1183.0
FHALL3370G,1752.0,2031.0,0G,New Building,HALL,,,Team F,3671.0,1229.0
FHALL3380G,1751.0,2081.0,0G,New Building,HALL,,,Team F,3647.0,1273.0
FHALL3390G,1753.0,2135.0,0G,New Building,HALL,,,Team F,3625.0,1322.0
FHALL3400G,1749.0,2184.0,0G,New Building,HALL,,,Team F,3599.0,1364.0
FHALL3410G,1749.0,2240.0,0G,New Building,HALL,,,Team F,3574.0,1414.0
FHALL3420G,1661.0,2239.0,0G,New Building,HALL,,,Team F,3496.0,1373.0
FHALL3430G,1661.0,2266.0,0G,New Building,HALL,,,Team F,3483.0,1397.0
FHALL3440G,1588.0,2259.0,0G,New Building,HALL,,,Team F,3421.0,1358.0
FHALL3450G,1521.0,2258.0,0G,New Building,HALL,,,Team F,3362.0,1327.0
FHALL3460G,1481.0,2262.0,0G,New Building,HALL,,,Team F,3325.0,1312.0
FHALL3470G,1415.0,2272.0,0G,New Building,HALL,,,Team F,3261.0,1291.0
FHALL3480G,1325.0,2271.0,0G,New Building,HALL,,,Team F,3181.0,1250.0
FHALL3490G,1241.0,2267.0,0G,New Building,HALL,,,Team F,3108.0,1208.0
FHALL3500G,1171.0,2271.0,0G,New Building,HALL,,,Team F,3044.0,1180.0
FHALL3510G,1098.0,2267.0,0G,New Building,HALL,,,Team F,2981.0,1143.0
FHALL3520G,1093.0,2196.0,0G,New Building,HALL,,,Team F,3009.0,1078.0
FHALL3530G,1090.0,2129.0,0G,New Building,HALL,,,Team F,3036.0,1017.0
FHALL3540G,1090.0,2059.0,0G,New Building,HALL,,,Team F,3068.0,954.0
FHALL3550G,1085.0,1995.0,0G,New Building,HALL,,,Team F,3092.0,895.0
FHALL3560G,1085.0,1922.0,0G,New Building,HALL,,,Team F,3126.0,830.0
FHALL3570G,1083.0,1878.0,0G,New Building,HALL,,,Team F,3144.0,790.0
FHALL3580G,1081.0,1842.0,0G,New Building,HALL,,,Team F,3158.0,757.0
FHALL3590G,1131.0,1840.0,0G,New Building,HALL,,,Team F,3204.0,777.0
FHALL3600G,1132.0,1824.0,0G,New Building,HALL,,,Team F,3212.0,764.0
FHALL3610G,1178.0,1822.0,0G,New Building,HALL,,,Team F,3254.0,783.0
FHALL3620G,1180.0,1774.0,0G,New Building,HALL,,,Team F,3277.0,741.0
FHALL3630G,1238.0,1774.0,0G,New Building,HALL,,,Team F,3329.0,767.0
FHALL3640G,1292.0,1771.0,0G,New Building,HALL,,,Team F,3378.0,789.0
FHALL3650G,1359.0,1769.0,0G,New Building,HALL,,,Team F,3439.0,817.0
FHALL3660G,1438.0,1771.0,0G,New Building,HALL,,,Team F,3509.0,855.0
FHALL3670G,1520.0,1770.0,0G,New Building,HALL,,,Team F,3582.0,891.0
FHALL3680G,1587.0,1774.0,0G,New Building,HALL,,,Team F,3640.0,925.0
FHALL3690G,1667.0,1773.0,0G,New Building,HALL,,,Team F,3712.0,960.0
FHALL3700G,914.0,2477.0,0G,New Building,HALL,,,Team F,2722.0,1247.0
FHALL3710G,952.0,2475.0,0G,New Building,HALL,,,Team F,2757.0,1263.0
FHALL3720G,991.0,2477.0,0G,New Building,HALL,,,Team F,2790.0,1282.0
FHALL3730G,1069.0,2472.0,0G,New Building,HALL,,,Team F,2862.0,1313.0
FHALL3740G,915.0,2519.0,0G,New Building,HALL,,,Team F,2704.0,1285.0
FHALL3750G,914.0,2542.0,0G,New Building,HALL,,,Team F,2692.0,1305.0
FHALL3760G,919.0,2579.0,0G,New Building,HALL,,,Team F,2680.0,1340.0
FHALL3770G,930.0,2627.0,0G,New Building,HALL,,,Team F,2668.0,1388.0
FHALL3780G,937.0,2670.0,0G,New Building,HALL,,,Team F,2655.0,1430.0
FHALL3790G,946.0,2707.0,0G,New Building,HALL,,,Team F,2646.0,1467.0
FHALL3800G,934.0,2770.0,0G,New Building,HALL,,,Team F,2607.0,1517.0
FHALL3810G,928.0,2826.0,0G,New Building,HALL,,,Team F,2576.0,1565.0
FHALL3820G,919.0,2886.0,0G,New Building,HALL,,,Team F,2541.0,1614.0
FHALL3830G,914.0,2943.0,0G,New Building,HALL,,,Team F,2511.0,1663.0
FHALL3840G,910.0,2994.0,0G,New Building,HALL,,,Team F,2484.0,1706.0
FHALL3850G,897.0,3092.0,0G,New Building,HALL,,,Team F,2428.0,1788.0
FHALL3860G,973.0,3103.0,0G,New Building,HALL,,,Team F,2491.0,1832.0
FHALL3870G,1045.0,3100.0,0G,New Building,HALL,,,Team F,2556.0,1862.0
FHALL3880G,1136.0,3100.0,0G,New Building,HALL,,,Team F,2638.0,1903.0
FHALL3890G,1226.0,3098.0,0G,New Building,HALL,,,Team F,2719.0,1942.0
FHALL3900G,1308.0,3093.0,0G,New Building,HALL,,,Team F,2794.0,1975.0
FHALL3910G,1384.0,3083.0,0G,New Building,HALL,,,Team F,2866.0,2000.0
FHALL3920G,1461.0,3075.0,0G,New Building,HALL,,,Team F,2939.0,2028.0
FHALL3930G,1555.0,3076.0,0G,New Building,HALL,,,Team F,3022.0,2071.0
FHALL3940G,1626.0,3071.0,0G,New Building,HALL,,,Team F,3088.0,2099.0
FHALL3950G,1733.0,3073.0,0G,New Building,HALL,,,Team F,3182.0,2149.0
FHALL3960G,1732.0,2981.0,0G,New Building,HALL,,,Team F,3223.0,2067.0
FHALL3970G,1733.0,2895.0,0G,New Building,HALL,,,Team F,3263.0,1991.0
FHALL3980G,1729.0,2818.0,0G,New Building,HALL,,,Team F,3294.0,1920.0
FHALL3990G,1731.0,2743.0,0G,New Building,HALL,,,Team F,3330.0,1854.0
FHALL4000G,1742.0,2667.0,0G,New Building,HALL,,,Team F,3374.0,1791.0
FHALL4010G,1745.0,2611.0,0G,New Building,HALL,,,Team F,3402.0,1743.0
FHALL4020G,1741.0,2542.0,0G,New Building,HALL,,,Team F,3430.0,1680.0
FHALL4030G,1730.0,2462.0,0G,New Building,HALL,,,Team F,3456.0,1603.0
FHALL4040G,1596.0,2452.0,0G,New Building,HALL,,,Team F,3341.0,1534.0
FHALL4050G,1589.0,2486.0,0G,New Building,HALL,,,Team F,3319.0,1561.0
FHALL4060G,1501.0,2480.0,0G,New Building,HALL,,,Team F,3244.0,1516.0
FHALL4070G,1424.0,2476.0,0G,New Building,HALL,,,Team F,3177.0,1477.0
FHALL4080G,1345.0,2473.0,0G,New Building,HALL,,,Team F,3108.0,1439.0
FHALL4090G,1258.0,2475.0,0G,New Building,HALL,,,Team F,3029.0,1401.0
FHALL4100G,1162.0,2475.0,0G,New Building,HALL,,,Team F,2944.0,1358.0
